Compiling with 'mpicxx'...
0	0.589198
1	0.39257
2	0.287136
3	0.224921
4	0.185049
5	0.157687
6	0.137855
7	0.122851
8	0.111119
9	0.101701
10	0.0939811
11	0.0875378
12	0.0820746
13	0.077375
14	0.0732775
15	0.0696598
16	0.0664284
17	0.0635108
18	0.060851
19	0.0584052
20	0.056139
21	0.0540254
22	0.0520428
23	0.0501743
24	0.048406
25	0.0467268
26	0.0451275
27	0.0436008
28	0.0421402
29	0.0407407
30	0.0393976
31	0.0381071
32	0.0368659
33	0.0356711
34	0.03452
35	0.0334104
36	0.0323401
37	0.0313072
38	0.0303101
39	0.0293471
40	0.0284167
41	0.0275176
42	0.0266485
43	0.0258082
44	0.0249956
45	0.0242097
46	0.0234493
47	0.0227137
48	0.0220018
49	0.0213129
50	0.0206461
51	0.0200007
52	0.0193758
53	0.0187709
54	0.0181852
55	0.017618
56	0.0170688
57	0.016537
58	0.0160219
59	0.0155231
60	0.0150399
61	0.014572
62	0.0141187
63	0.0136796
64	0.0132543
65	0.0128423
66	0.0124432
67	0.0120565
68	0.0116819
69	0.0113191
70	0.0109675
71	0.0106269
72	0.0102969
73	0.0099772
74	0.00966746
75	0.00936735
76	0.00907658
77	0.00879486
78	0.00852191
79	0.00825744
80	0.00800119
81	0.00775291
82	0.00751234
83	0.00727925
84	0.0070534
85	0.00683456
86	0.00662252
87	0.00641707
88	0.00621799
89	0.0060251
90	0.00583819
91	0.00565709
92	0.00548161
93	0.00531157
94	0.00514681
95	0.00498717
96	0.00483248
97	0.00468259
98	0.00453735
99	0.00439661
100	0.00426024
101	0.00412811
102	0.00400007
103	0.00387601
104	0.00375579
105	0.0036393
106	0.00352643
107	0.00341706
108	0.00331108
109	0.00320839
110	0.00310888
111	0.00301246
112	0.00291903
113	0.0028285
114	0.00274078
115	0.00265578
116	0.00257341
117	0.0024936
118	0.00241627
119	0.00234133
120	0.00226872
121	0.00219836
122	0.00213018
123	0.00206411
124	0.0020001
125	0.00193807
126	0.00187796
127	0.00181972
128	0.00176329
129	0.0017086
130	0.00165561
131	0.00160427
132	0.00155451
133	0.0015063
134	0.00145959
135	0.00141432
136	0.00137046
137	0.00132796
138	0.00128677
139	0.00124687
140	0.0012082
141	0.00117073
142	0.00113442
143	0.00109924
144	0.00106515
145	0.00103212
146	0.00100011
147	0.000969091
148	0.000939037
149	0.000909915
150	0.000881696
151	0.000854352
152	0.000827856
153	0.000802182
154	0.000777305
155	0.000753198
156	0.00072984
157	0.000707205
158	0.000685273
159	0.000664021
160	0.000643428
161	0.000623473
162	0.000604138
163	0.000585402
164	0.000567247
165	0.000549655
166	0.000532609
167	0.000516091
168	0.000500086
169	0.000484577
170	0.000469549
171	0.000454987
172	0.000440876
173	0.000427204
174	0.000413955
175	0.000401117
176	0.000388677
177	0.000376624
178	0.000364943
179	0.000353626
180	0.000342659
181	0.000332032
182	0.000321735
183	0.000311757
184	0.000302089
185	0.00029272
186	0.000283642
187	0.000274845
188	0.000266322
189	0.000258062
190	0.000250059
191	0.000242304
192	0.00023479
193	0.000227508
194	0.000220453
195	0.000213616
196	0.000206991
197	0.000200572
198	0.000194352
199	0.000188324
200	0.000182484
201	0.000176824
202	0.000171341
203	0.000166027
204	0.000160878
205	0.000155889
206	0.000151054
207	0.00014637
208	0.00014183
209	0.000137432
210	0.00013317
211	0.00012904
212	0.000125038
213	0.00012116
214	0.000117403
215	0.000113762
216	0.000110234
217	0.000106815
218	0.000103502
219	0.000100293
220	9.71822e-05
221	9.41683e-05
222	9.12479e-05
223	8.84181e-05
224	8.5676e-05
225	8.30189e-05
226	8.04443e-05
227	7.79495e-05
228	7.55321e-05
229	7.31897e-05
230	7.09199e-05
231	6.87204e-05
232	6.65892e-05
233	6.45241e-05
234	6.25231e-05
235	6.05841e-05
236	5.87052e-05
237	5.68846e-05
238	5.51205e-05
239	5.3411e-05
240	5.17546e-05
241	5.01496e-05
242	4.85943e-05
243	4.70873e-05
244	4.5627e-05
245	4.4212e-05
246	4.28408e-05
247	4.15122e-05
248	4.02248e-05
249	3.89773e-05
250	3.77686e-05
251	3.65972e-05
252	3.54623e-05
253	3.43625e-05
254	3.32968e-05
255	3.22642e-05
256	3.12636e-05
257	3.0294e-05
258	2.93545e-05
259	2.84442e-05
260	2.75621e-05
261	2.67073e-05
262	2.5879e-05
263	2.50764e-05
264	2.42988e-05
265	2.35452e-05
266	2.2815e-05
267	2.21074e-05
268	2.14218e-05
269	2.07575e-05
270	2.01137e-05
271	1.949e-05
272	1.88855e-05
273	1.82998e-05
274	1.77323e-05
275	1.71824e-05
276	1.66495e-05
277	1.61332e-05
278	1.56328e-05
279	1.5148e-05
280	1.46782e-05
281	1.4223e-05
282	1.37819e-05
283	1.33545e-05
284	1.29404e-05
285	1.25391e-05
286	1.21502e-05
287	1.17734e-05
288	1.14083e-05
289	1.10545e-05
290	1.07116e-05
291	1.03794e-05
292	1.00575e-05
293	9.74563e-06
294	9.44339e-06
295	9.15052e-06
296	8.86674e-06
297	8.59176e-06
298	8.32531e-06
299	8.06712e-06
300	7.81694e-06
301	7.57451e-06
302	7.33961e-06
303	7.11199e-06
304	6.89143e-06
305	6.6777e-06
306	6.47061e-06
307	6.26994e-06
308	6.07549e-06
309	5.88708e-06
310	5.7045e-06
311	5.52759e-06
312	5.35617e-06
313	5.19006e-06
314	5.0291e-06
315	4.87314e-06
316	4.72201e-06
317	4.57556e-06
318	4.43366e-06
319	4.29617e-06
320	4.16293e-06
321	4.03383e-06
322	3.90873e-06
323	3.78751e-06
324	3.67005e-06
325	3.55623e-06
326	3.44594e-06
327	3.33907e-06
328	3.23552e-06
329	3.13518e-06
330	3.03795e-06
331	2.94373e-06
332	2.85244e-06
333	2.76398e-06
334	2.67826e-06
335	2.5952e-06
336	2.51472e-06
337	2.43673e-06
338	2.36116e-06
339	2.28793e-06
340	2.21698e-06
341	2.14822e-06
342	2.0816e-06
343	2.01705e-06
344	1.95449e-06
345	1.89388e-06
346	1.83514e-06
347	1.77823e-06
348	1.72308e-06
349	1.66965e-06
350	1.61787e-06
351	1.56769e-06
352	1.51907e-06
353	1.47196e-06
354	1.42631e-06
355	1.38208e-06
356	1.33922e-06
357	1.29769e-06
358	1.25744e-06
359	1.21845e-06
360	1.18066e-06
361	1.14404e-06
362	1.10856e-06
363	1.07418e-06
364	1.04087e-06
365	1.00859e-06
366	9.77311e-07
Writing results to file: output.dat
